TransactionID,CustomerID,Date,TransactionType,Amount,Discount,Tax,ShippingCost,Total,PaymentMethod,Status,Region,SourceDate
9b4f6e53-dfb1-4fc3-b0f4-b3afc5c363a8,f92ad086-555f-4eff-bfb9-c537792b9356,2024-01-18,Sale,7320.24,962.68,429.57,16.04,6803.17,Wire Transfer,Pending,East,2023
0ffbdb8f-723f-455c-95b6-d68e2a14a2b1,d4977284-39ca-49ae-9dd4-4f81fb0a364b,2024-05-12,Chargeback,934.91,45.91,468.37,151.11,1508.48,Wire Transfer,Pending,South,2023
82ede591-3d70-4c96-9b8d-57d945c676c3,e51bb6fc-4fce-4d18-9b5c-fc433c139d84,2025-05-18,Sale,3538.42,659.63,110.16,54.55,3043.5,Pix,Failed,South,2023
b9027e9a-e79a-41c2-94c6-fe1c8a48d376,a17a0f04-63f3-48b4-b067-539100c2d62c,2023-09-02,Chargeback,9118.26,775.1,405.07,48.35,8796.58,Debit Card,Failed,South,2023
84fbc7dc-dedf-4eed-9dbb-f6e325911040,1ab75e9d-da23-4423-8e78-276d287526ba,2025-04-15,Refund,5588.84,213.11,415.54,115.31,5906.58,Pix,Pending,South,2023
e0427c03-d9ee-4215-9012-31ed7363f2b3,3eef94c6-31c6-4655-ac93-929d69380b28,2023-09-19,Sale,2691.69,273.07,27.2,108.54,2554.36,Debit Card,Failed,South,2023
84885ef8-b08a-495d-84f1-81a55a6a515d,1ddf7494-0f21-485d-8790-396a4529d779,2023-11-13,Sale,9572.71,201.58,355.97,260.09,9987.19,Credit Card,Completed,West,2023
f8ef6894-a6c4-473e-857b-bd483bbc6600,2218e833-e0a5-4210-b0ef-a20b43058924,2023-10-22,Sale,2480.94,297.41,31.48,169.39,2384.4,Wire Transfer,Pending,South,2023
39869af6-443a-4ac2-873a-b963a60af29b,b0910f50-65fa-4328-9fd8-9dfd17848b08,2024-04-07,Chargeback,9055.74,110.08,297.34,256.37,9499.37,Debit Card,Completed,North,2023
953fab9e-d2ae-4f59-a1a6-f458064fa228,b0649c85-e1da-474a-8163-9896323d1faf,2025-01-04,Sale,7271.41,370.35,334.62,44.05,7279.73,Credit Card,Pending,North,2023
7755807b-a989-4bbe-b06d-481b9eb02129,f8e824d3-2d53-42d4-97e7-00aafc25a15f,2025-02-23,Sale,7418.18,368.93,183.53,107.19,7339.97,Pix,Failed,West,2023
8c92ccaf-3d74-4046-b780-9ea5e609eb66,66b1de13-3637-4ecd-aa64-ea57dfa89de1,2024-06-22,Refund,7661.15,807.27,440.39,166.6,7460.87,Pix,Failed,South,2023
df7311c9-4533-4b06-8f8c-206f51633446,8736be22-de65-4548-8cb9-dbe32bdc1aa6,2024-02-10,Refund,5090.36,800.96,400.26,45.94,4735.6,Debit Card,Pending,North,2023
47c1b3db-cd99-4c38-ad3e-ca85d8e56638,e30b7fcc-2e94-4a91-ab6a-41dd8e7da640,2024-10-02,Refund,8155.06,796.72,462.98,38.42,7859.74,Credit Card,Pending,North,2023
e5a1ba57-9d83-4073-a7e4-f5d80f893e34,75994722-5d4b-401e-b1e8-c91437971892,2024-01-08,Sale,8370.12,567.04,157.44,198.42,8158.94,Pix,Completed,West,2023
d1f410e0-4270-43b9-84f6-fdd6fed6443a,442f2755-46a3-4f9e-8887-28cb083b4760,2024-06-15,Chargeback,3636.84,325.88,10.76,196.15,3517.87,Credit Card,Pending,South,2023
01e584e2-c3c0-49e6-891e-3df3e33b9157,b773369c-cc99-42b7-9cf2-241f5d2268a4,2024-05-27,Chargeback,4033.43,410.96,405.73,70.25,4098.45,Debit Card,Completed,North,2023
83fbda1d-6c9f-4a95-b2e9-c75a4d31f0f7,e24fb5b4-e862-47bc-bd7d-84f11e0061dd,2024-06-25,Refund,8893.13,317.74,111.49,68.14,8755.02,Pix,Pending,South,2023
b958d682-b3de-4447-a29e-cdf08670bf5d,34111701-4e75-471d-b17b-d0e1a70407ed,2024-10-20,Sale,5271.06,581.93,233.58,223.63,5146.34,Credit Card,Failed,East,2023
b6142ee4-9ebe-4a6e-a0b9-ec2ce3cf14c1,ef1ba0ea-4a5d-45a7-9f0b-144945596200,2024-03-12,Sale,8676.09,937.98,408.66,35.1,8181.87,Pix,Pending,South,2023
9f2f173c-a2e2-46d2-8ed7-185bf52d9a6d,1af1daa6-13d6-49f7-9584-7ab525b5554a,2024-12-17,Sale,6286.36,284.5,108.07,276.98,6386.91,Debit Card,Completed,West,2023
738d967c-b651-4d4a-8a0d-20290bf89437,e3b047a5-43e0-41b5-96eb-b2a67799ac15,2025-03-16,Chargeback,5956.0,458.85,155.95,283.12,5936.22,Credit Card,Failed,West,2023
e5abcde8-e36c-4148-b309-75a6668baa47,fddb3f2b-4b03-4ed9-83d5-82db936bcbf6,2024-01-01,Chargeback,358.26,655.12,219.54,261.3,183.98,Pix,Pending,South,2023
a83c4984-f027-4274-8143-d8e2d7386aed,a43c4b44-7a61-4123-951b-6e87915023ba,2024-06-19,Refund,2815.05,844.69,135.91,63.2,2169.47,Debit Card,Failed,East,2023
4eadfa0f-2a61-4e80-bcd5-f6c12c91bf45,d01d91f7-c3eb-4e7b-aaac-e37049f0093a,2025-06-14,Sale,5045.47,253.33,230.66,5.04,5027.84,Debit Card,Pending,West,2023
1a8580dc-7721-4b42-8e22-a106706f2aee,880efb55-8de0-4010-a1bc-1a1614bfe87e,2024-04-27,Chargeback,5893.81,280.29,4.8,281.01,5899.33,Pix,Pending,East,2023
8cc4539e-7207-42fb-99d8-0a281c86e375,db360c5f-2dfc-49f1-8c9d-c93cb7f5b3ac,2024-09-05,Sale,6322.82,885.17,106.09,103.19,5646.93,Debit Card,Pending,South,2023
c8345587-7afd-47ce-b18b-1aa274c338f2,60e9a9ad-4cdd-405d-84ad-b29ca01e248d,2024-05-25,Refund,7176.42,80.26,416.28,93.12,7605.56,Debit Card,Pending,West,2023
576480a7-15c7-4f62-8979-eeeef15f2603,e634075f-1c12-4874-8173-66353cd5c7e5,2025-02-25,Sale,6579.52,605.45,206.74,78.5,6259.31,Credit Card,Pending,East,2023
d6c1ea63-1f62-4067-a819-5362e3a58bb1,9fc11d50-2952-4269-9318-9d8d5df97218,2024-12-03,Chargeback,8493.34,860.46,318.2,73.36,8024.44,Wire Transfer,Completed,North,2023
10a260ed-2827-466f-a756-1314e21bdad8,e8ebee25-fa8c-4f0e-9f7e-009e1c7a73ca,2025-07-22,Sale,2989.93,921.74,116.14,220.37,2404.7,Debit Card,Failed,East,2023
60ca3bb3-362d-4b14-bd21-3de8bd94f9b1,7db9fcff-c09f-4312-85ea-95d4686a3229,2024-03-31,Chargeback,6433.62,12.69,324.94,272.37,7018.24,Debit Card,Pending,West,2023
15f7347d-d841-4678-b945-5b37eeb23ee8,e6ee6ade-2c73-41ab-9c46-808da4453aba,2024-11-28,Refund,559.04,369.67,499.99,235.82,925.18,Debit Card,Completed,North,2023
b8f57bcf-870c-4744-bdf7-288b3c0b4423,49cc48c8-632c-4487-a91e-e2d3406dcb60,2023-10-02,Chargeback,4827.89,257.26,297.64,202.23,5070.5,Debit Card,Pending,East,2023
4ab10635-1024-48ac-b28e-99cd7ec86fd6,e0e196dd-98a2-46e3-962d-c4492d939909,2024-11-20,Sale,2716.93,568.03,314.18,86.33,2549.41,Pix,Failed,East,2023
fb3a5054-a3ca-4384-b2dd-e52405222969,2c6c6cf9-7131-4c9c-bd9e-54ce8048a0be,2024-10-29,Refund,3839.83,632.86,55.76,164.09,3426.82,Debit Card,Completed,West,2023
91b4d03e-134b-4f01-a7e2-c4a1372b0b95,344cd663-ba7b-4a7f-b0e0-997e40d0cd24,2024-08-14,Chargeback,3578.89,999.77,201.69,71.09,2851.9,Credit Card,Pending,East,2023
65d654e3-1e0b-4e61-97ee-4a66b0dad335,e84c591f-a6dd-4af1-b6e3-6bc952bdcd4d,2024-10-01,Sale,651.29,512.76,430.36,33.45,602.34,Pix,Failed,West,2023
c657f7e2-ddfc-44dd-aa57-161a6cd76a9d,e1d4bdef-873f-4749-9e4a-4adf9f2c617f,2025-01-28,Chargeback,4693.13,551.47,417.14,36.09,4594.89,Wire Transfer,Pending,West,2023
2b6bf559-6c98-4b07-9ecb-3144b7e435e9,a5285f17-c3c1-461a-9fe9-88897eef8777,2025-06-17,Sale,9946.56,414.31,261.2,181.13,9974.58,Credit Card,Failed,East,2023
a9376658-aca0-4259-bf29-d84c4f8b00fb,5c31b745-1e45-486e-8fde-0fd191e63e52,2024-04-13,Refund,3024.41,147.68,451.73,11.54,3340.0,Wire Transfer,Completed,North,2023
8ba887a3-b970-4f69-9e09-447b65a94098,0fa7df9b-0089-41ea-9aa4-24f83d67d2df,2025-05-30,Sale,7374.65,303.32,71.47,291.98,7434.78,Debit Card,Failed,West,2023
a49edf28-93c2-4a7c-b915-39fd85d10b7f,1e85d0fe-cf3c-4565-90ea-e82376f7bd95,2025-01-27,Chargeback,5500.49,246.98,329.09,298.64,5881.24,Debit Card,Pending,West,2023
e14092d0-7ac1-4bef-ae7c-12c8bb774969,f1a172e3-fb48-4114-9e5b-841e42d6d4e0,2023-11-04,Sale,3285.99,801.22,124.44,44.83,2654.04,Debit Card,Failed,South,2023
ef8ad8eb-2c1b-4038-a4ae-6fb3ec2b2a23,876ea832-cc04-4863-9346-7e7ea6a2515f,2025-05-21,Chargeback,941.59,545.82,322.78,128.19,846.74,Debit Card,Failed,East,2023
237c5905-8090-4aec-9374-843bbc8e93c5,7ae84af1-4728-4438-9b4c-3e7c3861baca,2024-01-25,Sale,2197.79,296.19,43.7,230.42,2175.72,Wire Transfer,Failed,East,2023
91ca9c7d-76e5-4791-8fe0-91b42e1ec2fa,eadad07f-2d6b-49e7-919f-3c71e2295732,2025-02-09,Refund,7829.44,489.09,471.8,286.52,8098.67,Wire Transfer,Failed,East,2023
2e6cd184-a147-4cf4-a111-4b9df9418132,0c78b206-3c0f-4a5e-a5ce-ac23aff7188d,2024-12-19,Refund,2826.25,218.86,393.17,267.4,3267.96,Debit Card,Completed,East,2023
67a23621-7e79-4775-81f4-4265203ed4ef,d0117fee-772d-4864-b536-5ad256f04f7d,2025-07-04,Sale,1485.81,185.13,100.48,76.43,1477.59,Debit Card,Completed,South,2023
edab41b1-e3c8-4648-b9a2-ac02a6fa1542,42944d1d-2be8-4dff-8ec5-c34ee37e9d6d,2024-04-04,Refund,3346.42,859.94,318.64,25.56,2830.68,Wire Transfer,Completed,East,2023
0adbb968-70a1-4c89-ac71-8ffe8d52fdce,ff657a1e-3252-471d-bd7a-7c64530422b4,2024-03-23,Chargeback,5861.23,944.81,379.57,86.62,5382.61,Wire Transfer,Pending,East,2023
1a3d715f-74b2-4b75-afdb-c05bfca597de,80cfe3a8-b966-4b76-8695-003113832214,2025-04-21,Sale,7049.46,80.01,104.72,131.17,7205.34,Wire Transfer,Pending,North,2023
178d75e6-7170-48c5-9794-0fda6475d3f4,678d70a3-4041-4587-a3eb-9ee2177f8df0,2024-04-08,Chargeback,3904.28,764.88,46.67,107.98,3294.05,Pix,Failed,East,2023
aa6418c5-84d0-4b15-8486-07a5a34b21df,f33c8030-e772-411b-8cc3-a101facd1cba,2025-02-21,Chargeback,5006.56,453.31,175.89,232.16,4961.3,Credit Card,Completed,West,2023
9c144996-75d3-44a8-9bfb-8fae921ebfca,88fa85b9-7a78-4a7c-be27-40903d15ac48,2024-04-13,Sale,4576.42,388.97,67.88,77.34,4332.67,Pix,Failed,West,2023
896a3426-74c3-4f94-957f-e0592414d868,fa7d995b-d36d-4c23-ae38-d187a3d3ea27,2024-02-16,Sale,139.58,689.41,282.86,257.59,-9.38,Pix,Completed,West,2023
31395a75-2c2b-4c4b-b11d-79e45edfce4d,4efc6158-2b01-474e-b094-c040624915e6,2025-01-29,Refund,3986.22,266.25,212.06,67.69,3999.72,Pix,Completed,East,2023
26bdd79a-ff20-4219-90c1-355ff4e40961,fcdf8b99-0c25-48f9-bea9-b70f34a16bf5,2023-12-11,Sale,5893.83,20.58,231.21,108.41,6212.87,Debit Card,Failed,South,2023
fb2876cd-0e1f-4464-80b4-931f98fff28f,ebc1298e-122d-4e9f-a2bc-8858d1667c65,2024-11-13,Chargeback,5720.95,214.0,271.43,134.34,5912.72,Debit Card,Pending,East,2023
9ec75492-c8ff-4ec3-86a0-e8fcff60b241,03641bcf-6a6f-4cb3-a1c4-7bd144c651e0,2024-06-05,Sale,7510.19,184.93,491.03,87.37,7903.66,Pix,Pending,South,2023
11f7714f-c22a-46cb-8ad5-1982306961b5,be527a1f-bc83-4c6e-abb4-32d56cff81bf,2024-08-28,Chargeback,6720.24,34.05,396.32,229.91,7312.42,Wire Transfer,Completed,East,2023
3d3ab27e-7104-4cc8-86fe-18c939032f89,b9b36884-1d3e-4ce4-a3a6-4fff97206453,2024-08-28,Refund,2804.23,321.32,314.74,122.86,2920.51,Debit Card,Failed,South,2023
20ea64aa-44f6-4c3f-9753-8631404a5b8c,dd6b52c3-cf1a-4b4a-a0ab-b25106c7b7ce,2024-01-02,Refund,2593.65,474.52,181.85,266.11,2567.09,Credit Card,Pending,East,2023
d511f51a-7a73-4ecd-8934-22c7fee16ced,3e0a5bf6-69c8-4f0f-a06c-7fbb984d8665,2024-08-23,Chargeback,4668.21,735.83,13.53,289.08,4234.99,Wire Transfer,Failed,West,2023
188bea0c-c190-472d-917b-4c5fdf399d91,4f3c25a9-e9c3-41e0-b224-caddbffcd2c3,2025-05-31,Chargeback,7343.05,325.66,58.26,257.94,7333.59,Wire Transfer,Failed,South,2023
e034e7e3-588a-43e1-90c3-b4a6f6cd547b,cfe28e64-e186-4212-9a39-7f619b6d4286,2024-04-08,Refund,983.58,194.54,365.43,156.79,1311.26,Wire Transfer,Pending,West,2023
2f8969ef-fdeb-4ca5-8494-b4b1508f7332,cbb9a251-dbb9-4911-8c89-edf225a41845,2024-11-01,Refund,9485.85,230.62,184.6,152.94,9592.77,Pix,Completed,West,2023
10f36b47-f2d9-46ed-ae44-78eadb84c3f3,7db7b6d4-e9b1-4cf5-84d4-d7be10593a38,2024-04-06,Sale,5454.37,891.18,167.22,64.76,4795.17,Credit Card,Pending,South,2023
90d79b73-d39f-44ea-9cff-818f8eafe791,a0fabd52-b336-454f-b4ac-2c0199044300,2025-06-15,Chargeback,3098.76,204.72,444.49,177.68,3516.21,Debit Card,Completed,West,2023
17927bcf-71d2-447c-9591-16be554fb0ea,024ad2d0-5692-4179-a2c1-00a009772224,2025-06-27,Chargeback,6949.24,879.24,242.25,285.82,6598.07,Pix,Pending,West,2023
007e364c-f7cb-4f85-9a89-864ac83d759a,c5d280a3-d979-4ce3-93d8-c83a6cbbcd70,2023-12-07,Sale,495.02,447.1,449.79,24.18,521.89,Pix,Pending,East,2023
6f4e0e9f-06a8-44f5-92a5-656b737140d5,59995b01-1561-4e3c-b011-bd4444299f8c,2024-10-01,Refund,4869.75,934.4,443.32,225.74,4604.41,Credit Card,Pending,East,2023
6d6c95ae-a735-4f6f-b8df-0f9574ca3720,1b83e18b-1a35-43b5-824d-15ae94d09f2e,2024-01-17,Sale,4885.4,408.09,40.09,260.86,4778.26,Debit Card,Completed,South,2023
328a09bf-9b10-41ac-aadf-37ccf9a2fe31,0091d90c-5184-4bab-aa29-1ea2e680159b,2023-10-15,Refund,1661.65,177.68,472.68,296.01,2252.66,Debit Card,Pending,South,2023
35a3eb4b-1df1-4fc4-9ed9-07cad3a31deb,30e615dd-fdae-45b9-ba26-519b2387f287,2024-09-02,Sale,8382.01,549.03,38.48,100.43,7971.89,Pix,Completed,North,2023
64257024-d908-46fd-8b19-0bd718e185da,006bfc3a-0b4a-4207-aa52-139014d6692a,2024-12-22,Sale,7978.28,587.71,481.75,106.67,7978.99,Credit Card,Completed,West,2023
500e0609-4c38-4c51-9d15-3fb1e6d8a8a9,0d7df548-c2f4-46f4-811b-1399e8e6f528,2024-10-03,Refund,1569.69,635.49,226.31,68.93,1229.44,Debit Card,Failed,West,2023
31732afa-324a-4214-8db4-94503e68ef71,7b0874cd-fb9b-471b-a90d-a5742fef617c,2024-09-19,Sale,3670.08,411.5,380.43,236.72,3875.73,Credit Card,Completed,East,2023
294e6209-4bc5-40a9-a3c3-fb686676a191,cfb4fa80-eda8-4aed-8ed3-f7222a413511,2024-12-30,Refund,1049.27,48.6,353.07,42.01,1395.75,Wire Transfer,Pending,West,2023
0213f6be-fcdb-4e78-9288-670b5949a9ee,ca092da3-6a66-44a3-8a87-ba3e9ef8cf0f,2024-06-08,Sale,8493.66,626.72,259.25,80.33,8206.52,Debit Card,Pending,North,2023
